Video title,Comment,Processed_Comment,English_Translation,Polarity,Sentiment,Aspects_Sentiments
"Lahoo Ke Do Rang (1997) Full Hindi Movie | Akshay Kumar, Naseeruddin Shah, Karishma Kapoor",Everything is good in gods world,everything good god world,Everything Good God World,0.6124,Positive,{'World': 'Neutral'}
"Lahoo Ke Do Rang (1997) Full Hindi Movie | Akshay Kumar, Naseeruddin Shah, Karishma Kapoor",. Gt,gt,Past,0.0,Neutral,{}
Ghulam-E-Mustafa {HD} - Nana Patekar - Raveena Tandon - Hindi Full Movie -(With Eng Subtitles),2024 Legend,legend,legend,0.0,Neutral,{'legend': 'Neutral'}
Ghulam-E-Mustafa {HD} - Nana Patekar - Raveena Tandon - Hindi Full Movie -(With Eng Subtitles),Koi hai 2024 me 😊,koi hai,Someone is,0.0,Neutral,{}
Ghulam-E-Mustafa {HD} - Nana Patekar - Raveena Tandon - Hindi Full Movie -(With Eng Subtitles),Bahut super film,bahut super film,Very super movie,0.6361,Positive,{'movie': 'Positive'}
Ghulam-E-Mustafa {HD} - Nana Patekar - Raveena Tandon - Hindi Full Movie -(With Eng Subtitles),Great movie salute,great movie salute,great movie salute,0.6249,Positive,"{'movie': 'Neutral', 'salute': 'Positive'}"
Ghulam-E-Mustafa {HD} - Nana Patekar - Raveena Tandon - Hindi Full Movie -(With Eng Subtitles),amazing story!,amazing story,amazing story,0.5859,Positive,{'story': 'Positive'}
Ghulam-E-Mustafa {HD} - Nana Patekar - Raveena Tandon - Hindi Full Movie -(With Eng Subtitles),Sab kuch to thik hai movie me lekin yar deekshit itni badi nokri ke bad kuch jyada hi garib nikla😂,sab kuch thik hai movie lekin yar deekshit itni badi nokri ke bad kuch jyada hi garib nikla,"Everything is fine, but friend Dixit turned out to be more poor after such a big job",0.0285,Positive,"{'friend': 'Neutral', 'job': 'Neutral'}"
Ghulam-E-Mustafa {HD} - Nana Patekar - Raveena Tandon - Hindi Full Movie -(With Eng Subtitles),Emotional moment😢❤,emotional moment,Emotional moment,0.1531,Positive,{'moment': 'Neutral'}
Ghulam-E-Mustafa {HD} - Nana Patekar - Raveena Tandon - Hindi Full Movie -(With Eng Subtitles),Kon kon 2024 ma dakh raha h😂,kon kon dakh raha h,Seeing the angle angle,0.0,Neutral,{'angle': 'Neutral'}
Ghulam-E-Mustafa {HD} - Nana Patekar - Raveena Tandon - Hindi Full Movie -(With Eng Subtitles),Isse badi propaganda movie nahi dekhi 😂,isse badi propaganda movie nahi dekhi,Did not watch a big propaganda movie than this,-0.25,Negative,"{'propaganda': 'Negative', 'movie': 'Negative'}"
Ghulam-E-Mustafa {HD} - Nana Patekar - Raveena Tandon - Hindi Full Movie -(With Eng Subtitles),Tera gam mera gam ! What a lyrics,tera gam mera gam lyric,Tera Gum Mera Gum Lirik,0.0,Neutral,{'Tera': 'Neutral'}
Ghulam-E-Mustafa {HD} - Nana Patekar - Raveena Tandon - Hindi Full Movie -(With Eng Subtitles),Mast movie 🍿🎥,mast movie,mast movie,0.0,Neutral,"{'mast': 'Neutral', 'movie': 'Neutral'}"
Ghulam-E-Mustafa {HD} - Nana Patekar - Raveena Tandon - Hindi Full Movie -(With Eng Subtitles),ACP pradyumna,acp pradyumna,ACP Pradyumna,0.0,Neutral,{}
Ghulam-E-Mustafa {HD} - Nana Patekar - Raveena Tandon - Hindi Full Movie -(With Eng Subtitles),Mustafa Bhai udaa dooo,mustafa bhai udaa dooo,Mustafa bhai udaa dooo,0.0,Neutral,{}
Ghulam-E-Mustafa {HD} - Nana Patekar - Raveena Tandon - Hindi Full Movie -(With Eng Subtitles),2024 mein kon dekh raha hai,mein kon dekh raha hai,Who is watching,0.0,Neutral,{}
Ghulam-E-Mustafa {HD} - Nana Patekar - Raveena Tandon - Hindi Full Movie -(With Eng Subtitles),Any one watching 2024?,one watching,One Watching,0.0,Neutral,{'Watching': 'Neutral'}
Modalasala || Yash | Bhama | South Superhit Action Movie South Dubbed Hindi Full Romantic Movie,Very nice 👍 movie ❤❤❤❤❤,nice movie,nice movie,0.4215,Positive,{'movie': 'Positive'}
Modalasala || Yash | Bhama | South Superhit Action Movie South Dubbed Hindi Full Romantic Movie,Maa Se Pyar karne vale like Kare,maa se pyar karne vale like kare,Like mother lovers,0.7096,Positive,"{'mother': 'Neutral', 'lovers': 'Neutral'}"
Modalasala || Yash | Bhama | South Superhit Action Movie South Dubbed Hindi Full Romantic Movie,Ro ro Ke Bura HAL ho gya mera,ro ro ke bura hal ho gya mera,I was in bad health,-0.5423,Negative,{'health': 'Negative'}
Modalasala || Yash | Bhama | South Superhit Action Movie South Dubbed Hindi Full Romantic Movie,Jindagi Mein pahli bar Aisa movie dekha,jindagi mein pahli bar aisa movie dekha,Watched such a movie for the first time in life,0.0,Neutral,"{'movie': 'Neutral', 'time': 'Positive', 'life': 'Neutral'}"
Modalasala || Yash | Bhama | South Superhit Action Movie South Dubbed Hindi Full Romantic Movie,Abhishekkumar❤❤❤❤🎉,abhishekkumar,abhishekkumar,0.0,Neutral,{}
Modalasala || Yash | Bhama | South Superhit Action Movie South Dubbed Hindi Full Romantic Movie,So nice ❤❤❤❤ movie ❤❤❤❤❤❤,nice movie,nice movie,0.4215,Positive,{'movie': 'Positive'}
Gaon (2018) | Shadab Kamal | Neha Mahajan | Shishir Sharma | Full Bollywood Movie,Hi is truth,hi truth,Hi Truth,0.3182,Positive,{'Truth': 'Neutral'}
Gaon (2018) | Shadab Kamal | Neha Mahajan | Shishir Sharma | Full Bollywood Movie,बहुत सुंदर फिल्म है.. मै बहुत खुशकिस्मत इंसान हू के मै गांव से हु.. I love my village ❤❤,love village,Love Village,0.6369,Positive,{}
Gaon (2018) | Shadab Kamal | Neha Mahajan | Shishir Sharma | Full Bollywood Movie,❤ love this movie,love movie,love movie,0.6369,Positive,"{'love': 'Positive', 'movie': 'Positive'}"
Gaon (2018) | Shadab Kamal | Neha Mahajan | Shishir Sharma | Full Bollywood Movie,"लोग कहते हैं कि गांव के लोग मूर्ख होते हैं पर वास्तव में वे लोग सरल और भोले होते हैं। इसका लाभ अधर्मी उठाते हैं।<br><br>अब इन्ही को ले लो, Bank ले कर आ गए। पहले शिक्षा पर ध्यान दो। सिखाओ उन्हे कि Banking system क्या है, financial literacy किसे कहते है आदि।<br><br>विकास गलत नहीं है पर अंधा विकास ठीक नहीं है। यहां से सर्वनाश ही शुरु होता है।",brbr bank banking system financial literacy brbr,BRBR Bank Banking System Financial Literacy Brther,0.0,Neutral,{}
Gaon (2018) | Shadab Kamal | Neha Mahajan | Shishir Sharma | Full Bollywood Movie,Nice👍👍👍👍,nice,nice,0.4215,Positive,{}
Gaon (2018) | Shadab Kamal | Neha Mahajan | Shishir Sharma | Full Bollywood Movie,Nice movie,nice movie,nice movie,0.4215,Positive,{'movie': 'Positive'}
Gaon (2018) | Shadab Kamal | Neha Mahajan | Shishir Sharma | Full Bollywood Movie,Nice ❤,nice,nice,0.4215,Positive,{}
"Doctor G  Hindi Full Movie  Ayushman Khurana, Rakul Preet Singh #newhindimovie2023",Doctor G ❌ Doctor C ✅,doctor g doctor c,Doctor G Doctor C,0.0,Neutral,{'Doctor': 'Neutral'}
"Doctor G  Hindi Full Movie  Ayushman Khurana, Rakul Preet Singh #newhindimovie2023",Kis kis ne Achanak is movie Ko Mila aur dekh rahe ho abhi Aur Reel isase pahle Dekhe,ki ki ne achanak movie ko mila aur dekh rahe ho abhi aur reel isase pahle dekhe,That that suddenly got the movie and you are watching and see the reel before that,0.0,Neutral,"{'movie': 'Neutral', 'reel': 'Neutral'}"
"Doctor G  Hindi Full Movie  Ayushman Khurana, Rakul Preet Singh #newhindimovie2023",Udey ke friend jese gandhi bahut padi h samaj<br>Please please please please please please ladkiyo ase gande logo se bacho kisi relationship me jane se pehle uss insan ka bio nikal lo uss ko bina soche samje trust mat karo please,udey ke friend jese gandhi bahut padi h samajbrplease please please please please please ladkiyo ase gande logo se bacho kisi relationship jane se pehle us insan ka bio nikal lo us ko bina soche samje trust mat karo please,Udey ke friend jese gandhi bahut padi h samajbrplease please please please please ladkiyo ase gande loo se bacho kisi relationship janeship janesh se pehle us insan ka bio nikal lo nikal lo us t mat karo please,0.9136,Positive,"{'friend': 'Neutral', 'samajbrplease': 'Neutral', 'karo': 'Neutral'}"
"Doctor G  Hindi Full Movie  Ayushman Khurana, Rakul Preet Singh #newhindimovie2023",Hme,hme,Us,0.0,Neutral,{}
"Doctor G  Hindi Full Movie  Ayushman Khurana, Rakul Preet Singh #newhindimovie2023",Mujhe to bina sarch kiye mil gai,mujhe bina sarch kiye mil gai,I got without searching,0.0,Neutral,{}
"Doctor G  Hindi Full Movie  Ayushman Khurana, Rakul Preet Singh #newhindimovie2023",Nise ❤,nise,nise,0.0,Neutral,{'nise': 'Neutral'}
"Doctor G  Hindi Full Movie  Ayushman Khurana, Rakul Preet Singh #newhindimovie2023",Vote for part 2 plz it was an inspiration for me ❤as I am also planning to become a doctor and truly from the core  of my heart i thanks to the director for this movie,vote part plz inspiration also planning become doctor truly core heart thanks director movie,Vote Part Plz Inspiration also planso doctor truly core heart thanks director movie,0.9287,Positive,"{'doctor': 'Neutral', 'heart': 'Neutral', 'thanks': 'Positive', 'director': 'Positive', 'movie': 'Neutral'}"
"Doctor G  Hindi Full Movie  Ayushman Khurana, Rakul Preet Singh #newhindimovie2023",😂kis kis ko ye movie bina sarch kre hi mil gyi😅,ki ki ko ye movie bina sarch kre hi mil gyi,That this movie was found without searching,0.0,Neutral,{'movie': 'Neutral'}
"Doctor G  Hindi Full Movie  Ayushman Khurana, Rakul Preet Singh #newhindimovie2023",ℳ𝒟ℴ𝒿𝓉𝒶𝓇 𝓁𝒾,MDojtar li,Mdojtar li,0.0,Neutral,{}
"Doctor G  Hindi Full Movie  Ayushman Khurana, Rakul Preet Singh #newhindimovie2023",Very nice ❤️ m👍👍,nice,nice,0.4215,Positive,{}
"Doctor G  Hindi Full Movie  Ayushman Khurana, Rakul Preet Singh #newhindimovie2023",❤❤❤🎉🎉 Love Dr g,love dr g,love dr g,0.6369,Positive,{}
"Doctor G  Hindi Full Movie  Ayushman Khurana, Rakul Preet Singh #newhindimovie2023",Haddd h kutta iska bhai shadishuda ho k 18 saal ki ldki ko pregnant kr diya hraami...<br><br>Saalaa😐🤔🤔,haddd h kutta iska bhai shadishuda ho k saal ki ldki ko pregnant kr diya hraamibrbrsaalaa,"Bones: Dog, his brother should be married, he made a year of year pregnant a girl",0.0,Neutral,"{'Bones': 'Neutral', 'brother': 'Neutral', 'year': 'Neutral', 'girl': 'Neutral'}"
"Doctor G  Hindi Full Movie  Ayushman Khurana, Rakul Preet Singh #newhindimovie2023",Achhi movie 💯💯😂😂😂,achhi movie,Good movie,0.4404,Positive,{'movie': 'Positive'}
"Doctor G  Hindi Full Movie  Ayushman Khurana, Rakul Preet Singh #newhindimovie2023",❤❤❤ shi h,shi h,shi h,0.0,Neutral,{}
Kartoos (HD) | Jackie Shroff | Sanjay Dutt | Manisha Koirala | Bollywood Popular Action Movie,"बॉलीवुड की सुपरहिट हिंदी मूवी : <br>Ajay (अजय) - <a href=""https://www.youtube.com/watch?v=AVLwfpA4vXU"">https://youtu.be/AVLwfpA4vXU</a><br>Mann (मन ) - <a href=""https://www.youtube.com/watch?v=j8w7DzNgShg"">https://youtu.be/j8w7DzNgShg</a><br>Bhagam Bhag (भागम भाग) - <a href=""https://www.youtube.com/watch?v=6FqUN9MO0zc"">https://youtu.be/6FqUN9MO0zc</a><br>Dil Kya Kare (दिल क्या करे) - <a href=""https://www.youtube.com/watch?v=ZedqipwOBL8"">https://youtu.be/ZedqipwOBL8</a><br>Barsaat (बरसात ) - <a href=""https://www.youtube.com/watch?v=qPEeo4qGKF4"">https://youtu.be/qPEeo4qGKF4</a><br>Banjaran (बंजारन ) - <a href=""https://www.youtube.com/watch?v=y4nYf9j04Nk"">https://youtu.be/y4nYf9j04Nk</a><br>Tango Charlie (टैंगो चार्ली ) -  <a href=""https://www.youtube.com/watch?v=wL2gTESS5Cw"">https://youtu.be/wL2gTESS5Cw</a><br>Dhamaal (धमाल ) -  <a href=""https://www.youtube.com/watch?v=6xdRuJoEMoU"">https://youtu.be/6xdRuJoEMoU</a><br>Bewaffa Se Waffa (बेवफा से वफ़ा ) - <a href=""https://www.youtube.com/watch?v=2nYEbOaV9fo"">https://youtu.be/2nYEbOaV9fo</a><br>Maine Dil Tujhko Diya (मेने दिल तुझको दिया ) - <a href=""https://www.youtube.com/watch?v=KXUZUkxuza0"">https://youtu.be/KXUZUkxuza0</a>",brajay href abrmann href abrbhagam bhag href abrdil kya kare href abrbarsaat href abrbanjaran href abrtango charlie href abrdhamaal href abrbewaffa se waffa href abrmaine dil tujhko diya href,Brajay href abrmann href abribhagam bhag href abrdil kare href abrbarsaat href abrbanjaran href abrtango charlie href abrdhamaal href abrbewaffaffa se waffa haref abjhekhekhek ya href,0.0,Neutral,{}
Kartoos (HD) | Jackie Shroff | Sanjay Dutt | Manisha Koirala | Bollywood Popular Action Movie,And I&#39;m watching this movie in 2023😁,im watching movie,im Watching Movie,0.0,Neutral,{}
Kartoos (HD) | Jackie Shroff | Sanjay Dutt | Manisha Koirala | Bollywood Popular Action Movie,Legend watch this masterpiece march 2023,legend watch masterpiece march,Legend watch masterpiece march,0.6249,Positive,{'Legend': 'Neutral'}
Kartoos (HD) | Jackie Shroff | Sanjay Dutt | Manisha Koirala | Bollywood Popular Action Movie,Nusrat sahab ki awaz ke siwa sab bakwas he movie me..,nusrat sahab ki awaz ke siwa sab bakwas movie,All nonsense movie except Nusrat Saheb's voice,-0.4019,Negative,"{'nonsense': 'Neutral', 'movie': 'Neutral', 'voice': 'Neutral'}"
Kartoos (HD) | Jackie Shroff | Sanjay Dutt | Manisha Koirala | Bollywood Popular Action Movie,Nusrat fateh ali khan lagemd,nusrat fateh ali khan lagemd,Nusrat Fateh Ali Khan Lagand,0.0,Neutral,{}
Kartoos (HD) | Jackie Shroff | Sanjay Dutt | Manisha Koirala | Bollywood Popular Action Movie,S africa mai bani movie bolaty hain england lol,africa mai ban movie bolaty hain england lol,Africa makes the movie to England lol,0.4215,Positive,"{'movie': 'Neutral', 'lol': 'Positive'}"
Kartoos (HD) | Jackie Shroff | Sanjay Dutt | Manisha Koirala | Bollywood Popular Action Movie,Niceee movie iam watch 2023,niceee movie iam watch,niceee movie iam watch,0.0,Neutral,{}
Kartoos (HD) | Jackie Shroff | Sanjay Dutt | Manisha Koirala | Bollywood Popular Action Movie,Sunjay dutt is brand,sunjay dutt brand,sanjay dutt brand,0.0,Neutral,{'brand': 'Neutral'}
Kartoos (HD) | Jackie Shroff | Sanjay Dutt | Manisha Koirala | Bollywood Popular Action Movie,March 2023,march,march,0.0,Neutral,{}
Kartoos (HD) | Jackie Shroff | Sanjay Dutt | Manisha Koirala | Bollywood Popular Action Movie,Nice 👌,nice,nice,0.4215,Positive,{}
Kartoos (HD) | Jackie Shroff | Sanjay Dutt | Manisha Koirala | Bollywood Popular Action Movie,Nice movie.  Dil jit liya yar,nice movie dil jit liya yar,Nice movie wins heart,0.8934,Positive,"{'movie': 'Positive', 'heart': 'Neutral'}"
Kartoos (HD) | Jackie Shroff | Sanjay Dutt | Manisha Koirala | Bollywood Popular Action Movie,Nusrat Fateh Ali 🖤🥀🤎🖤,nusrat fateh ali,Nusrat Fateh Ali,0.0,Neutral,{}
Kartoos (HD) | Jackie Shroff | Sanjay Dutt | Manisha Koirala | Bollywood Popular Action Movie,I&#39;m watching 👀 this movie 2023,im watching movie,im Watching Movie,0.0,Neutral,{}
"""Check"" Latest Hindi Dubbed Full Movie 2022 [4K Ultra HD] | Nithiin, Rakul Preet, Priya Varrier","<a href=""http://www.youtube.com/results?search_query=%23maamamaschindra"">#MaamaMaschindra</a> Full Movie▶<a href=""https://www.youtube.com/watch?v=ixNh7bN0-pM"">https://youtu.be/ixNh7bN0-pM</a> <br>An Action-Drama Entertainer 💥🍿🎥",href full moviea href bran actiondrama entertainer,href full movie href bran action drama entertainer,0.3818,Positive,"{'movie': 'Positive', 'action': 'Positive', 'drama': 'Positive', 'entertainer': 'Neutral'}"
"""Check"" Latest Hindi Dubbed Full Movie 2022 [4K Ultra HD] | Nithiin, Rakul Preet, Priya Varrier",Meri tarah kon kon views or comments dekh kar movie dekh Raha hai😊😅,meri tarah kon kon view comment dekh kar movie dekh raha hai,"Like me, the angle angle is watching the movie after seeing the view comment",0.3612,Positive,"{'angle': 'Neutral', 'movie': 'Neutral', 'view': 'Neutral', 'comment': 'Neutral'}"
"""Check"" Latest Hindi Dubbed Full Movie 2022 [4K Ultra HD] | Nithiin, Rakul Preet, Priya Varrier",Really good 👍,really good,Really good,0.4927,Positive,{}
"""Check"" Latest Hindi Dubbed Full Movie 2022 [4K Ultra HD] | Nithiin, Rakul Preet, Priya Varrier",I love it movie,love movie,love movie,0.6369,Positive,"{'love': 'Positive', 'movie': 'Positive'}"
"""Check"" Latest Hindi Dubbed Full Movie 2022 [4K Ultra HD] | Nithiin, Rakul Preet, Priya Varrier",Nishu di ek baar like dedo phir to phone mujhe mil hi jayega😂<br>Love ur content di❤❤,nishu di ek baar like dedo phir phone mujhe mil hi jayegabrlove ur content di,"Nishu Di once write, then I will get the phone and give the content",0.0,Neutral,"{'phone': 'Neutral', 'content': 'Neutral'}"
"""Check"" Latest Hindi Dubbed Full Movie 2022 [4K Ultra HD] | Nithiin, Rakul Preet, Priya Varrier","<a href=""https://www.youtube.com/watch?v=NpJ6lnbgi_s&amp;t=4680"">1:18:00</a>",href,href,0.0,Neutral,{}
"""Check"" Latest Hindi Dubbed Full Movie 2022 [4K Ultra HD] | Nithiin, Rakul Preet, Priya Varrier",OMG... such a wonderful movie.....,omg wonderful movie,OMG Wonderful Movie,0.5719,Positive,{}
"""Check"" Latest Hindi Dubbed Full Movie 2022 [4K Ultra HD] | Nithiin, Rakul Preet, Priya Varrier",WE WANT 2ND PART OF THIS MOVIE 👇👇👇👇,want nd part movie,Want nd part movie,0.0772,Positive,"{'part': 'Neutral', 'movie': 'Neutral'}"
"""Check"" Latest Hindi Dubbed Full Movie 2022 [4K Ultra HD] | Nithiin, Rakul Preet, Priya Varrier",Har ek movie me terrorist ka role sirf Muslim Nam ko dikhaya jata hai.<br>I don&#39;t like to watch this types of movies.,har ek movie terrorist ka role sirf muslim nam ko dikhaya jata haibri dont like watch type movie,The Role of every Movie Terrorist is shown only the Muslim name Habari Dont Like Watch Type Movie,-0.7789,Negative,{'name': 'Neutral'}
"""Check"" Latest Hindi Dubbed Full Movie 2022 [4K Ultra HD] | Nithiin, Rakul Preet, Priya Varrier",Kon kon chhattisgarh se ho like karo ❤❤,kon kon chhattisgarh se ho like karo,Angle angle like it from Chhattisgarh,0.3612,Positive,"{'angle': 'Neutral', 'Chhattisgarh': 'Neutral'}"
"""Check"" Latest Hindi Dubbed Full Movie 2022 [4K Ultra HD] | Nithiin, Rakul Preet, Priya Varrier",Shame on Bollywood (south Indian movies) for showing Muslims as terrorist and by making movies to prove that saying &quot;Allah u Akbar&quot; is an act of terror <br>Shame on you racists,shame bollywood south indian movie showing muslim terrorist making movie prove saying quotallah u akbarquot act terror brshame racist,Shame Bollywood South Indian Movie Showing Muslim Terrorist Making Movie Prove,-0.8316,Negative,{}
"""Check"" Latest Hindi Dubbed Full Movie 2022 [4K Ultra HD] | Nithiin, Rakul Preet, Priya Varrier",Movie is super cool,movie super cool,Movie Super Cool,0.7351,Positive,{}
"The Dirty Picture Full Hindi Movie | Vidya Balan, Emraan Hashmi, Naseruddin Shah | NH Studioz",silk smitha 🥺😭🕊,silk smitha,Silk Smitha,0.0,Neutral,{}
"The Dirty Picture Full Hindi Movie | Vidya Balan, Emraan Hashmi, Naseruddin Shah | NH Studioz",Vidya balan nailed this role😮❤,vidya balan nailed role,Vidya Balan Nailed Role,0.0,Neutral,{}
"The Dirty Picture Full Hindi Movie | Vidya Balan, Emraan Hashmi, Naseruddin Shah | NH Studioz",The real life of actress who wanna rise up,real life actress wan na rise,Real Life Actress Wan Na Rise,0.0,Neutral,{}
"The Dirty Picture Full Hindi Movie | Vidya Balan, Emraan Hashmi, Naseruddin Shah | NH Studioz",bhot hi achi film thi,bhot hi achi film thi,Was a very good film,0.4927,Positive,{'film': 'Positive'}
"The Dirty Picture Full Hindi Movie | Vidya Balan, Emraan Hashmi, Naseruddin Shah | NH Studioz","1hr 49 min dialogue was awesome ,and that&#39;s true rumor for imran Hashmi.,the dialogue delivery in this movie was amazing , beautiful mind-blowing aak aak word itna deep hai .",hr min dialogue awesome thats true rumor imran hashmithe dialogue delivery movie amazing beautiful mindblowing aak aak word itna deep hai,hr min dialogue awesome thats true rumor emraan hashmi the dialogue delivery delivery movie amazing beauty,0.9382,Positive,"{'hr': 'Neutral', 'min': 'Neutral', 'dialogue': 'Neutral', 'rumor': 'Neutral', 'delivery': 'Neutral', 'movie': 'Neutral', 'beauty': 'Positive'}"
"The Dirty Picture Full Hindi Movie | Vidya Balan, Emraan Hashmi, Naseruddin Shah | NH Studioz",Jindagi me pahle bar ye film dekhi ab samaj nahi ata ki khud se pyar karu ya nafrat😢😢😢,jindagi pahle bar ye film dekhi ab samaj nahi ata ki khud se pyar karu ya nafrat,"Watch this film for the first time, now you do not understand whether to love or hate yourself",0.128,Positive,"{'film': 'Neutral', 'time': 'Positive'}"
"The Dirty Picture Full Hindi Movie | Vidya Balan, Emraan Hashmi, Naseruddin Shah | NH Studioz",Abe ye chutiya Bollywood Harbar hindu. Ko hi target kyun karta Draupadi  maa ko. Target kyun karrha,abe ye chutiya bollywood harbar hindu ko hi target kyun karta draupadi maa ko target kyun karrha,"Abe, why does this chutia target the Bollywood Harbor Hindu, why is Draupadi's mother targeted",0.0,Neutral,"{'chutia': 'Neutral', 'mother': 'Neutral'}"
"The Dirty Picture Full Hindi Movie | Vidya Balan, Emraan Hashmi, Naseruddin Shah | NH Studioz",Yahi reality hai,yahi reality hai,This is reality,0.0,Neutral,{'reality': 'Neutral'}
"The Dirty Picture Full Hindi Movie | Vidya Balan, Emraan Hashmi, Naseruddin Shah | NH Studioz",Kon kon reel dekh kar aaya hai❤❤,kon kon reel dekh kar aaya hai,The angle angle has come to see the reel,0.0,Neutral,"{'angle': 'Neutral', 'reel': 'Neutral'}"
"The Dirty Picture Full Hindi Movie | Vidya Balan, Emraan Hashmi, Naseruddin Shah | NH Studioz",Underrated romance king Emraan Hashmi,underrated romance king emraan hashmi,Underrated Romance King Emraan Hashmi,0.5574,Positive,{}
"The Dirty Picture Full Hindi Movie | Vidya Balan, Emraan Hashmi, Naseruddin Shah | NH Studioz",Rona aa gya sach m is movie  ko dekh kr,rona aa gya sach movie ko dekh kr,"Come crying, looking at the truth movie",-0.2023,Negative,"{'truth': 'Neutral', 'movie': 'Neutral'}"
"The Dirty Picture Full Hindi Movie | Vidya Balan, Emraan Hashmi, Naseruddin Shah | NH Studioz",Vidya is too much good and talented actress she nailed itt😮😮😮😮,vidya much good talented actress nailed itt,Vidya much good talented actress nailed itt,0.7351,Positive,{'actress': 'Positive'}
"The Dirty Picture Full Hindi Movie | Vidya Balan, Emraan Hashmi, Naseruddin Shah | NH Studioz",Movie me career bnane wale ko ye movie jrur dekhna chahiye bahut achhi h 😮,movie career bnane wale ko ye movie jrur dekhna chahiye bahut achhi h,The one who makes a movie career must watch this movie very good:,0.4927,Positive,"{'one': 'Neutral', 'movie': 'Neutral', 'career': 'Neutral'}"
Kick Full Hindi Movie   Salman Khan  Bollywood Action Full HD Movie  Hindi Comedy Movie,Ravi teja is osm,ravi teja osm,Ravi Teja Osm,0.0,Neutral,{}
Kick Full Hindi Movie   Salman Khan  Bollywood Action Full HD Movie  Hindi Comedy Movie,"One of the Masterpiece of salman sir,I know It&#39;s a reamke perhaps its on of my favourite",one masterpiece salman siri know reamke perhaps favourite,One masterpiece salman siri know reamke perhaps favor,0.7783,Positive,"{'masterpiece': 'Neutral', 'salman': 'Neutral', 'siri': 'Neutral'}"
Kick Full Hindi Movie   Salman Khan  Bollywood Action Full HD Movie  Hindi Comedy Movie,Op film,op film,op film,0.0,Neutral,"{'op': 'Neutral', 'film': 'Neutral'}"
Kick Full Hindi Movie   Salman Khan  Bollywood Action Full HD Movie  Hindi Comedy Movie,Nice 2024,nice,nice,0.4215,Positive,{}
Kick Full Hindi Movie   Salman Khan  Bollywood Action Full HD Movie  Hindi Comedy Movie,Actor ho toh Salman jaisa ❤❤❤❤,actor ho toh salman jaisa,Actor is like Salman,0.3612,Positive,{'Actor': 'Neutral'}
Kick Full Hindi Movie   Salman Khan  Bollywood Action Full HD Movie  Hindi Comedy Movie,000000<br><br>0,brbr,BRBR,0.0,Neutral,{}
Kick Full Hindi Movie   Salman Khan  Bollywood Action Full HD Movie  Hindi Comedy Movie,It&#39;s a remake of Ravi Teja Film power of tollywood,remake ravi teja film power tollywood,Remake Ravi Teja Film Power TollyWood,0.0,Neutral,{'Remake': 'Neutral'}
Kick Full Hindi Movie   Salman Khan  Bollywood Action Full HD Movie  Hindi Comedy Movie,Muje to chadati nahe hai 😂tune ek scean deyaa maine tuje😂😂😂,muje chadati nahe hai tune ek scean deyaa maine tuje,"I do not climb me, you gave you a skin",0.0,Neutral,{'skin': 'Neutral'}
Kick Full Hindi Movie   Salman Khan  Bollywood Action Full HD Movie  Hindi Comedy Movie,Fodkaar me shadi hai isleyee  saniya ne ajj khanaa ghar me banayaa kya😂,fodkaar shadi hai isleyee saniya ne ajj khanaa ghar banayaa kya,Fodkar shadi hai isliye saniya ne ajj khanaa ghar banaya kya,0.0,Neutral,{}
Kick Full Hindi Movie   Salman Khan  Bollywood Action Full HD Movie  Hindi Comedy Movie,Mai bhi tuje clue nai deraha tha chu banaa raha tha😂😂😂tunee ye scean dekaa yaa tha na muje agar aake gaalay bhi lagugaa to nai paichanegaa 😂😂😂to socha dusraa scean mai create krrruu😂❤❤❤<br>From my X name Aarman malik❤,mai bhi tuje clue nai deraha tha chu banaa raha thatunee ye scean dekaa yaa tha na muje agar aake gaalay bhi lagugaa nai paichanegaa socha dusraa scean mai create krrruubrfrom x name aarman malik,Mai bhi tujhe clue nahi de raha tha chu bana raha thaunee ye scean dekaa yaa na muje agar aake gaalay bhi lagugaa nai paichanegaa socha dusraa dusraa dusraa scree IK,0.0,Neutral,"{'tujhe': 'Neutral', 'gaalay': 'Neutral', 'dusraa': 'Neutral'}"
Kick Full Hindi Movie   Salman Khan  Bollywood Action Full HD Movie  Hindi Comedy Movie,My friend ko bhi sui chupi hoge😂sui se yaad aiyaa kiske dairy me sui or dhagaa lekaa huwaa tha😂,friend ko bhi sui chupi hogesui se yaad aiyaa kiske dairy sui dhagaa lekaa huwaa tha,Friend also remembered from Sui Chupi Hogesui whose dairy needle was thread,0.4939,Positive,"{'dairy': 'Neutral', 'needle': 'Neutral', 'thread': 'Neutral'}"
Kick Full Hindi Movie   Salman Khan  Bollywood Action Full HD Movie  Hindi Comedy Movie,Nice movie hit,nice movie hit,nice movie hit,0.4215,Positive,{'movie': 'Positive'}
Kick Full Hindi Movie   Salman Khan  Bollywood Action Full HD Movie  Hindi Comedy Movie,super sensce,super sensce,Super Senses,0.5994,Positive,{'Senses': 'Positive'}
Kick Full Hindi Movie   Salman Khan  Bollywood Action Full HD Movie  Hindi Comedy Movie,Kon kon abhi dekh raha hai❤❤❤,kon kon abhi dekh raha hai,The angle angle is looking right now,0.0,Neutral,{'angle': 'Neutral'}
Doctor G (2022) Full Movie HD | Bollywood Movies,Good movie 🎥❤️❤️,good movie,Good Movie,0.4404,Positive,{}
Doctor G (2022) Full Movie HD | Bollywood Movies,chutia charater hero khurana,chutia charater hero khurana,Pussy Chartar Hero Khurana,0.5574,Positive,{}
